time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461150000	-23.0561	-7.80723	4.76518	2.51186	-0.558424	radar	3.65597	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2852	-7.62936	4.84125	2.47626	-0.565413	lidar	2.25727	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4849	-7.48914	4.86331	2.46506	-0.532708	radar	1.65828	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6511	-7.34512	4.82878	2.43876	-0.533035	lidar	0.662631	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8421	-7.18495	4.84717	2.41675	-0.522916	radar	0.89999	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0031	-7.09159	4.75912	2.41152	-0.502517	lidar	2.05097	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1708	-6.90973	4.76434	2.37336	-0.52214	radar	1.99436	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3329	-6.6572	4.84384	2.31737	-0.552308	lidar	3.30359	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5001	-6.48078	4.83664	2.28497	-0.567293	radar	3.50771	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5985	-6.34128	4.72727	2.25826	-0.567775	lidar	5.30589	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.739	-6.15247	4.7249	2.22683	-0.571341	radar	0.31509	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9219	-5.94729	4.78467	2.20349	-0.564584	lidar	2.70201	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0526	-5.74262	4.7908	2.17235	-0.564855	radar	1.86173	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1853	-5.5706	4.75797	2.15175	-0.557559	lidar	0.329709	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3383	-5.38489	4.77126	2.14415	-0.522581	radar	1.31296	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4822	-5.15994	4.81536	2.11669	-0.523079	lidar	0.626532	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6136	-4.98261	4.79488	2.11239	-0.483905	radar	6.41187	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7272	-4.80966	4.74503	2.09448	-0.478278	lidar	0.554224	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8482	-4.60395	4.75127	2.07621	-0.466595	radar	0.243255	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9603	-4.36039	4.79663	2.04474	-0.474364	lidar	0.53826	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0699	-4.13964	4.79384	2.00279	-0.519095	radar	11.0396	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1614	-3.85572	4.87797	1.96094	-0.534371	lidar	2.01981	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2356	-3.6185	4.8745	1.9112	-0.582025	radar	3.56782	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2649	-3.35164	4.89328	1.8601	-0.604397	lidar	4.41137	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3145	-3.10697	4.89528	1.81487	-0.631905	radar	0.55915	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3392	-2.87191	4.87335	1.77408	-0.641829	lidar	1.4393	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3969	-2.64508	4.86144	1.75102	-0.628218	radar	1.39125	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4731	-2.49129	4.75274	1.7433	-0.606938	lidar	5.7798	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.528	-2.25616	4.76108	1.72576	-0.583134	radar	0.974409	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5779	-2.05983	4.70923	1.70666	-0.574213	lidar	1.20777	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6087	-1.82367	4.71315	1.68639	-0.553461	radar	1.99628	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6067	-1.57481	4.72624	1.64846	-0.56365	lidar	1.13534	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.604	-1.34467	4.71419	1.60691	-0.589253	radar	1.68782	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6075	-1.11781	4.70055	1.57755	-0.589459	lidar	0.0404857	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6366	-0.893226	4.69074	1.56204	-0.571783	radar	5.14486	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6475	-0.642573	4.71914	1.53847	-0.565995	lidar	0.540697	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6351	-0.400773	4.73279	1.50098	-0.587878	radar	2.25835	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5899	-0.107218	4.81947	1.46101	-0.596748	lidar	2.63306	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5704	0.132026	4.82302	1.43179	-0.600867	radar	2.75466	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5468	0.423204	4.90583	1.40643	-0.594156	lidar	1.67838	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5344	0.661051	4.89343	1.39683	-0.560098	radar	1.78915	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5264	0.942037	4.95539	1.38303	-0.544291	lidar	3.01212	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4885	1.20056	4.96814	1.37519	-0.50119	radar	7.20199	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4311	1.43806	4.96034	1.34781	-0.503684	lidar	0.0708145	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3925	1.65699	4.91795	1.33544	-0.480328	radar	8.42163	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.337	1.86883	4.87653	1.31164	-0.480877	lidar	0.370456	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2693	2.10019	4.87386	1.2841	-0.488362	radar	0.213546	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2067	2.29445	4.81296	1.26016	-0.488904	lidar	0.823351	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1441	2.52196	4.80005	1.24893	-0.462102	radar	0.856918	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0651	2.76371	4.82315	1.2269	-0.460642	lidar	0.112389	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9706	2.98689	4.83512	1.18728	-0.497402	radar	2.8154	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8691	3.26447	4.92026	1.16509	-0.493303	lidar	1.51974	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7862	3.49415	4.92237	1.14602	-0.488598	radar	2.14843	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6804	3.69596	4.89166	1.11852	-0.492254	lidar	0.231214	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5639	3.90404	4.88167	1.08819	-0.501478	radar	1.12906	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4968	4.0848	4.80972	1.07442	-0.491284	lidar	3.83002	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3737	4.28713	4.80313	1.04561	-0.497586	radar	0.605188	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2143	4.50494	4.83874	1.01075	-0.50712	lidar	2.00221	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0638	4.7013	4.82684	0.986055	-0.493985	radar	8.9356	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9455	4.89533	4.80919	0.96583	-0.489757	lidar	0.443143	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7896	5.08641	4.81091	0.93609	-0.493626	radar	2.30224	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6216	5.2997	4.85544	0.908441	-0.495721	lidar	0.910444	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4498	5.4785	4.87046	0.866341	-0.527384	radar	0.945337	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2632	5.65127	4.87476	0.82975	-0.537828	lidar	1.2279	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0974	5.81339	4.86519	0.794124	-0.55594	radar	3.23253	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9239	5.97384	4.85195	0.763584	-0.559119	lidar	0.0579606	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7798	6.15867	4.80403	0.769359	-0.493975	radar	4.69501	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6125	6.31418	4.7863	0.744188	-0.494946	lidar	0.0976831	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4636	6.48754	4.75865	0.739333	-0.46147	radar	1.86264	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2387	6.70889	4.87728	0.721039	-0.453475	lidar	4.27785	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0437	6.85067	4.8558	0.695391	-0.450101	radar	5.56337	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8299	7.02319	4.90233	0.671818	-0.45014	lidar	1.01495	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6182	7.15861	4.91107	0.636744	-0.468813	radar	1.49305	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4331	7.30375	4.89939	0.617029	-0.465207	lidar	0.304154	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2041	7.43108	4.94871	0.570305	-0.509725	radar	2.52005	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0228	7.5931	4.95359	0.560849	-0.492936	lidar	2.13028	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8388	7.76253	4.9356	0.566495	-0.443167	radar	5.8295	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6309	7.90514	4.94697	0.548699	-0.438345	lidar	0.0863783	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4405	8.03952	4.91955	0.538126	-0.420165	radar	1.68348	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.215	8.07674	4.84688	0.48584	-0.454401	lidar	4.42098	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0237	8.22988	4.81183	0.498099	-0.392814	radar	6.49035	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8448	8.3812	4.81117	0.497861	-0.372365	lidar	3.16819	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6038	8.49278	4.86449	0.465785	-0.397545	radar	4.32807	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3543	8.6302	4.92861	0.450981	-0.391011	lidar	1.36052	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1561	8.76072	4.88793	0.45667	-0.346368	radar	1.98101	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9567	8.86227	4.85976	0.441238	-0.344862	lidar	0.60226	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7578	8.98134	4.81978	0.444012	-0.308504	radar	1.55995	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5352	9.05345	4.79944	0.417172	-0.32084	lidar	0.566708	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2956	9.16083	4.84243	0.399358	-0.326738	radar	4.42074	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0095	9.25216	4.9179	0.373315	-0.335898	lidar	5.94822	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7928	9.3358	4.90147	0.355913	-0.338181	radar	1.67524	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5375	9.43843	4.94783	0.342656	-0.333621	lidar	0.762744	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2724	9.46988	4.9902	0.289627	-0.392047	radar	5.72974	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9809	9.60067	5.10217	0.286886	-0.372363	lidar	3.41239	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7358	9.69236	5.08724	0.286011	-0.33912	radar	2.89178	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4607	9.80131	5.1543	0.280599	-0.325701	lidar	1.19161	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2127	9.8784	5.162	0.266487	-0.324448	radar	0.456652	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9406	10.0024	5.23053	0.270042	-0.302379	lidar	1.45027	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6854	10.0701	5.23443	0.254492	-0.302909	radar	0.0566482	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4375	10.1768	5.25433	0.255944	-0.285104	lidar	1.31794	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1801	10.2458	5.26785	0.240726	-0.289535	radar	0.52993	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.945	10.27	5.21725	0.214138	-0.302941	lidar	0.688295	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6968	10.3362	5.20263	0.208344	-0.286813	radar	0.288716	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4757	10.3293	5.12295	0.174234	-0.308789	lidar	1.75557	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1802	10.3537	5.2119	0.13739	-0.348955	radar	7.81998	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9198	10.4086	5.22625	0.127913	-0.340212	lidar	0.250679	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6757	10.445	5.15853	0.127706	-0.301021	radar	6.51342	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4328	10.4108	5.10896	0.0882111	-0.328187	lidar	2.14388	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1723	10.4365	5.11259	0.075482	-0.321106	radar	0.570403	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8673	10.5854	5.23962	0.10918	-0.264722	lidar	7.91255	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6121	10.6476	5.20911	0.122083	-0.218119	radar	2.24381	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3617	10.6458	5.18426	0.0988545	-0.231832	lidar	0.527552	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0985	10.6721	5.19515	0.0872114	-0.232908	radar	0.201212	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8429	10.7652	5.21947	0.103465	-0.202459	lidar	4.05821	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5778	10.817	5.22587	0.107469	-0.180968	radar	1.46138	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3429	10.783	5.167	0.075438	-0.20616	lidar	1.88194	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0858	10.8209	5.15461	0.0790762	-0.181671	radar	0.687193	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8385	10.884	5.15742	0.086905	-0.163467	lidar	2.12253	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5618	10.9053	5.18515	0.0787899	-0.162724	radar	2.64513	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3324	10.9192	5.14169	0.068827	-0.164917	lidar	0.838707	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.068	10.8535	5.19614	0.00262505	-0.266169	radar	9.57234	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7773	10.826	5.23241	-0.0208088	-0.276701	lidar	2.71657	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5216	10.8225	5.22236	-0.0323749	-0.272962	radar	0.176166	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2882	10.817	5.18397	-0.0445726	-0.271827	lidar	1.01795	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0396	10.8714	5.1223	-0.0124309	-0.192474	radar	6.66408	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.77923	10.9174	5.14185	-0.00262571	-0.171171	lidar	2.07461	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.54773	10.8989	5.09485	-0.0161486	-0.173939	radar	3.99863	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.28728	10.9241	5.11097	-0.0131289	-0.161204	lidar	0.704467	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.04119	10.9053	5.08356	-0.0230503	-0.157515	radar	2.65442	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.77723	10.9356	5.10694	-0.0165881	-0.142034	lidar	1.03445	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.53697	10.8937	5.07372	-0.0369458	-0.154659	radar	6.40916	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.36864	10.8162	4.93286	-0.0725393	-0.184928	lidar	5.36019	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.11755	10.8288	4.92701	-0.0625781	-0.153911	radar	1.52451	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.78527	10.8719	5.06731	-0.0444722	-0.125409	lidar	5.23106	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.52317	10.8729	5.0632	-0.0364966	-0.0970604	radar	2.14808	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.24834	10.8598	5.09565	-0.0418151	-0.0974497	lidar	0.562332	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.00965	10.8936	5.04839	-0.015022	-0.0416693	radar	3.9944	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
